Date,spyOpen,spyHigh,spyLow,spyClose,spyAdj Close,spyVolume,goldOpen,goldHigh,goldLow,goldClose,goldAdj Close,goldVolume,oilOpen,oilHigh,oilLow,oilClose,oilAdj Close,oilVolume,japanOpen,japanHigh,japanLow,japanClose,japanAdj Close,japanVolume,btcOpen,btcHigh,btcLow,btcClose,btcAdj Close,btcVolume,lqdOpen,lqdHigh,lqdLow,lqdClose,lqdAdj Close,lqdVolume,tltOpen,tltHigh,tltLow,tltClose,tltAdj Close,tltVolume,euroUSDOpen,euroUSDHigh,euroUSDLow,euroUSDClose,euroUSDAdj Close,euroUSDVolume
2015-01-05,204.169998,204.369995,201.350006,201.720001,181.728745,169632600,1180.300049,1206.900024,1180.099976,1203.900024,1203.900024,138.0,52.610001000000004,52.73,49.68,50.040001000000004,50.040001000000004,268708.0,17325.679688,17540.919922,17219.220703,17408.710938,17408.710938,116500.0,265.08401499999997,278.341003,265.08401499999997,274.47399900000005,274.47399900000005,43962800,120.190002,120.68,120.089996,120.32,101.171494,3218800,128.009995,129.630005,127.959999,129.320007,113.87184099999999,9789500,1.1955,1.19759,1.188909,1.1946430000000001,1.1946430000000001,0.0
2015-01-06,202.08999599999999,202.720001,198.860001,199.820007,180.01709,209151400,1203.5,1220.0,1203.5,1219.300049,1219.300049,470.0,50.0,50.369999,47.549999,47.93,47.93,375782.0,17101.580078,17111.359375,16881.730469,16883.189453,16883.189453,166000.0,274.610992,287.553009,272.696014,286.18899500000003,286.18899500000003,23245700,120.650002,121.16999799999999,120.470001,120.809998,101.583511,5313400,130.699997,132.490005,130.190002,131.649994,115.92348500000001,18331300,1.19383,1.197,1.188693,1.193902,1.193902,0.0
2015-01-07,201.419998,202.720001,200.880005,202.309998,182.260269,125346700,1219.199951,1219.199951,1210.599976,1210.599976,1210.599976,97.0,48.0,49.310001,46.830002,48.650002,48.650002,451642.0,16808.259766,16974.609375,16808.259766,16885.330078,16885.330078,138600.0,286.076996,298.753998,283.07901,294.33700600000003,294.33700600000003,24866800,120.639999,121.050003,120.510002,120.970001,101.718048,1636600,130.699997,131.970001,130.169998,131.389999,115.694565,9762900,1.1874790000000002,1.19,1.180401,1.1875360000000001,1.1875360000000001,0.0
2015-01-08,204.009995,206.16000400000001,203.990005,205.899994,185.49449199999998,147217800,1207.0,1215.699951,1206.300049,1208.400024,1208.400024,29.0,48.779999,49.650002,47.73,48.790001000000004,48.790001000000004,460083.0,17067.400391,17243.710938,17016.089844,17167.099609,17167.099609,140600.0,294.13501,294.13501,282.174988,283.34899900000005,283.34899900000005,19982500,120.650002,120.66999799999999,120.370003,120.58000200000001,101.390121,2156900,130.360001,130.369995,129.419998,129.649994,114.16243,8055300,1.183894,1.184806,1.1756010000000001,1.1836,1.1836,0.0
2015-01-09,206.399994,206.419998,203.509995,204.25,184.008011,158567300,1211.099976,1220.199951,1210.300049,1216.0,1216.0,92.0,48.919998,49.610001000000004,47.16,48.360001000000004,48.360001000000004,362081.0,17318.740234,17342.650391,17129.529297,17197.730469,17197.730469,155200.0,282.382996,291.114014,280.53299,290.40799,290.40799,18718600,120.41999799999999,121.019997,120.389999,120.900002,101.659195,1530400,129.199997,131.110001,129.03999299999998,131.070007,115.412796,9398800,1.179426,1.18383,1.176831,1.179607,1.179607,0.0
2015-01-13,204.119995,205.479996,200.509995,202.080002,182.053055,214553300,1239.199951,1239.300049,1230.300049,1234.300049,1234.300049,100.0,45.689999,46.790001000000004,44.200001,45.889998999999996,45.889998999999996,394946.0,16970.880859,17087.710938,16828.269531,17087.710938,17087.710938,149200.0,267.39401200000003,268.277008,219.90600600000002,225.86099199999998,225.86099199999998,72843904,121.129997,121.279999,120.910004,121.239998,101.945061,1468300,131.389999,132.610001,131.139999,131.820007,116.073174,8260800,1.183236,1.185902,1.17565,1.183152,1.183152,0.0
2015-01-14,199.649994,201.100006,198.570007,200.860001,180.95396399999998,192991100,1229.599976,1243.800049,1225.599976,1234.400024,1234.400024,20.0,46.16,48.91,45.009997999999996,48.48,48.48,476541.0,16961.820313,17036.720703,16770.560547,16795.960938,16795.960938,148500.0,223.893997,223.893997,171.509995,178.102997,178.102997,97638704,121.709999,121.82,121.349998,121.449997,102.121674,2457000,133.720001,134.119995,132.699997,132.820007,116.95375800000001,12324500,1.177676,1.1843569999999999,1.17306,1.177829,1.177829,0.0
2015-01-15,201.630005,202.009995,198.880005,199.020004,179.296356,176613900,1231.5,1265.0,1227.300049,1264.699951,1264.699951,21.0,48.599998,51.27,46.07,46.25,46.25,510252.0,16872.949219,17141.980469,16856.220703,17108.699219,17108.699219,147700.0,176.897003,229.06700099999998,176.897003,209.84399399999998,209.84399399999998,81773504,121.529999,122.269997,121.449997,122.08000200000001,102.651421,2171300,132.850006,135.029999,132.679993,134.91000400000001,118.794075,11454200,1.178384,1.178856,1.159229,1.178592,1.178592,0.0
2015-01-16,198.770004,201.820007,198.550003,201.630005,181.647675,211879600,1256.099976,1279.699951,1256.099976,1276.900024,1276.900024,130.0,46.349998,48.869999,45.950001,48.689999,48.689999,478340.0,16812.960938,16864.339844,16592.570313,16864.160156,16864.160156,171100.0,209.070007,221.59100299999997,199.770996,208.097,208.097,38421000,121.709999,121.910004,121.230003,121.400002,102.079636,1322500,134.330002,134.679993,133.029999,133.190002,117.279541,9390500,1.1639,1.165,1.1464299999999998,1.163738,1.163738,0.0
2015-01-20,202.399994,202.720001,200.169998,202.059998,182.035065,130991100,1278.900024,1297.300049,1273.800049,1294.199951,1294.199951,44.0,48.689999,48.77,45.889998999999996,46.389998999999996,46.389998999999996,175626.0,17071.650391,17366.300781,17066.769531,17366.300781,17366.300781,133000.0,212.906998,215.24099700000002,205.153,211.315002,211.315002,24051100,121.709999,122.059998,121.629997,121.68,102.315033,1648900,134.130005,135.110001,134.070007,134.96000700000002,118.83809699999999,7758700,1.1597030000000002,1.161599,1.1569200000000002,1.159797,1.159797,0.0
