Date,spyOpen,spyHigh,spyLow,spyClose,spyAdj Close,spyVolume,goldOpen,goldHigh,goldLow,goldClose,goldAdj Close,goldVolume,oilOpen,oilHigh,oilLow,oilClose,oilAdj Close,oilVolume,japanOpen,japanHigh,japanLow,japanClose,japanAdj Close,japanVolume,btcOpen,btcHigh,btcLow,btcClose,btcAdj Close,btcVolume,lqdOpen,lqdHigh,lqdLow,lqdClose,lqdAdj Close,lqdVolume,tltOpen,tltHigh,tltLow,tltClose,tltAdj Close,tltVolume,euroUSDOpen,euroUSDHigh,euroUSDLow,euroUSDClose,euroUSDAdj Close,euroUSDVolume
2015-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06,-0.010187598669614606,-0.008073562853490257,-0.01236655041371093,-0.009418966838097509,-0.00941873559958828,0.23296701223703464,0.019655977325135243,0.010854234600628399,0.019828848805942156,0.012791780623803595,0.012791780623803595,2.4057971014492754,-0.049610358304308044,-0.044756324672861725,-0.042874416264090165,-0.04216628612777218,-0.04216628612777218,0.398477157360406,-0.012934534981344226,-0.024489054673879518,-0.01959962299229967,-0.030187271583267283,-0.030187271583267283,0.42489270386266087,0.035939462437974745,0.033096115558655104,0.02871542065635313,0.04268162391585939,0.04268162391585939,-0.47124159516682285,0.003827273419963806,0.004060308253231559,0.0031643351874206527,0.004072456781914813,0.004072461359520885,0.65073940598981,0.021013999727130583,0.022062793255311464,0.01742734461884443,0.01801721987225058,0.01801713208448108,0.8725471168088257,-0.0013969050606441602,-0.0004926560843024896,-0.00018167916972622322,-0.0006202689841233733,-0.0006202689841233733,
2015-01-07,-0.003315344714045043,0.0,0.010157920093744721,0.012461169616514,0.012460922460195256,-0.40068916583871783,0.013045243872039869,-0.000655777868852403,0.005899439966763564,-0.007135301115697712,-0.007135301115697712,-0.7936170212765957,-0.040000000000000036,-0.021044233095974474,-0.015141893062921019,0.015021948675151275,0.015021948675151275,0.20187236216742677,-0.01715164976932959,-0.007991767164904129,-0.004352083640650095,0.00012679032039297766,0.00012679032039297766,-0.1650602409638554,0.04175362361314372,0.03895277965948907,0.038075349352191035,0.028470734872247716,0.028470734872247716,0.06973762889480639,-8.290924023357515e-05,-0.0009903028965965177,0.0003320411693199521,0.001324418530327387,0.0013243980117993992,-0.6919862987917341,0.0,-0.0039248545578967065,-0.00015365235189102044,-0.001974895646406183,-0.001974750845353035,-0.467419113756253,-0.005319852910380729,-0.005847953216374324,-0.006975728804661907,-0.005332095934172054,-0.005332095934172054,
2015-01-08,0.012858688440658295,0.016969233341706635,0.015481879343840044,0.01774502513711651,0.017745079702477407,0.17448484882330373,-0.010006521891666398,-0.0028707350235122053,-0.003551897476660848,-0.0018172410735286526,-0.0018172410735286526,-0.7010309278350515,0.016249979166666595,0.00689517325298783,0.019218406183283854,0.0028776771684408953,0.0028776771684408953,0.01868958157124445,0.015417457167350213,0.015853181481532586,0.012364758808666165,0.016687238549581096,0.016687238549581096,0.01443001443001446,0.028167291018394325,-0.015460840795174957,-0.0031935324346372695,-0.037331381294270494,-0.037331381294270494,-0.196418517863175,8.291611474553484e-05,-0.003139239905677771,-0.0011617209997225597,-0.003223931526626922,-0.0032238821570780285,0.317915190028107,-0.002601346654965808,-0.012124012941395756,-0.005761696331899713,-0.013243055127810766,-0.013242929778075507,-0.17490704606213314,-0.0030190007570661814,-0.004364705882352826,-0.004066414718387978,-0.0033144258363537737,-0.0033144258363537737,
2015-01-09,0.01171510738971393,0.0012611272553135766,-0.0023531054867124146,-0.00801356992754454,-0.008013612609046983,0.07709325910317899,0.003396831814415968,0.0037015712604895334,0.003315924593815467,0.006289288190216125,0.006289288190216125,2.1724137931034484,0.002870008258917922,-0.0008056595848676684,-0.011942174732872401,-0.00881328122948799,-0.00881328122948799,-0.2130093917836564,0.014726310817231303,0.005737712337891665,0.006666599320995115,0.0017842769423868088,0.0017842769423868088,0.10384068278805114,-0.03995448892670084,-0.010270780074769115,-0.005819077061500533,0.02491270844404836,0.02491270844404836,-0.06325034405104468,-0.0019063737769354772,0.002900464123650748,0.00016612112238623133,0.0026538397304056716,0.0026538482975082545,-0.2904631647271547,-0.008898465718790605,0.005676198729623438,-0.0029362154680300234,0.01095266537382189,0.010952517391229266,0.1667846014425285,-0.0037739865224419855,-0.0008237635528517417,0.0010462733529486012,-0.003373605947955327,-0.003373605947955327,
2015-01-13,-0.011046507104065184,-0.004553832037145877,-0.014741290716458466,-0.010624225214198257,-0.010624298308403612,0.35307405751374965,0.02320202754260481,0.01565325255450678,0.016524827885882276,0.015049382401315814,0.015049382401315814,0.08695652173913038,-0.06602614742543533,-0.056843377205334056,-0.06276503392705679,-0.05107530911754965,-0.05107530911754965,0.09076698307837194,-0.020085720456565648,-0.014700143706540936,-0.017587159622229676,-0.0063973284846111644,-0.0063973284846111644,-0.03865979381443296,-0.05308033490798414,-0.07844694828054544,-0.2161135629716846,-0.22226316156108517,-0.22226316156108517,2.8915252209032727,0.005896022353363728,0.002148421801729139,0.004319337190126449,0.0028122083902033523,0.002812003380510797,-0.04057762676424459,0.01695048026974799,0.011440774834560408,0.016274070938611995,0.005722132905661592,0.005721878534161728,-0.12107928671745327,0.00323038494996708,0.0017502513029743483,-0.001003542564735227,0.003005238185259884,0.003005238185259884,
2015-01-14,-0.021898888445495035,-0.02131589490589625,-0.00967526830769705,-0.006037217873740897,-0.006037201627844269,-0.10049810466676579,-0.007746913637507125,0.003631081918887169,-0.0038202656366795873,8.099732320432373e-05,8.099732320432373e-05,-0.8,0.010286736929015827,0.04530880433193385,0.01832572356729112,0.05643933441794147,0.05643933441794147,0.20659786401178892,-0.0005338877855121105,-0.002984029586233672,-0.003429288073482084,-0.017073673651115007,-0.017073673651115007,-0.004691689008042843,-0.16268133558652764,-0.165437252080879,-0.22007589460744426,-0.21144861968905193,-0.21144861968905193,0.3403826351756216,0.004788260665109956,0.004452514878401148,0.003639020638854573,0.0017320933970981223,0.0017324331190502473,0.6733637540012258,0.017733480612934782,0.011386727913530237,0.011895668841662932,0.00758610185781583,0.0075864557645335395,0.4919257214797599,-0.004698978056786651,-0.0013028057967691131,-0.00220303661804111,-0.004498999283270466,-0.004498999283270466,
2015-01-15,0.009917410766363544,0.004525057050470682,0.0015611521834715258,-0.009160594398284427,-0.009160385124251769,-0.08485987177647047,0.00154523750576252,0.017044500856101985,0.001387135307842069,0.024546278686721656,0.024546278686721656,0.050000000000000044,0.05285957538994812,0.0482518912287877,0.023550367631653746,-0.04599834983498341,-0.04599834983498341,0.0707410275296354,-0.005239478567750644,0.006178405330168113,0.005107769401024642,0.018619850460145138,0.018619850460145138,-0.005387205387205385,-0.20990734289316382,0.023104701641464498,0.03140929483439159,0.17821708525208035,0.17821708525208035,-0.16248884253932738,-0.0014789253264227975,0.003693950090297271,0.0008240544017148466,0.005187361182067418,0.00518741006928658,-0.11628001628001627,-0.006506094776352778,0.006784998761743211,-0.00015074604711562412,0.01573555857439457,0.015735424252036445,-0.07061544078867299,0.0006011840268462798,-0.004644714389326898,-0.011790530748640227,0.0006478020154030428,0.0006478020154030428,
2015-01-16,-0.0141844017709567,-0.0009404881179270186,-0.0016593020499974243,0.013114264634423334,0.013114148287542315,0.19967680912997232,0.019975619975639347,0.011620514624505862,0.023466084779729446,0.009646614590562264,0.009646614590562264,5.190476190476191,-0.046296298201493724,-0.046811020089721156,-0.0026047102235727815,0.052756735135135235,0.052756735135135235,-0.06254164608859936,-0.003555293163120976,-0.01619653140441346,-0.015641133006349173,-0.014293258644025086,-0.014293258644025086,0.15842924847664186,0.18187421750723498,-0.0326367305956915,0.12930684303340056,-0.00832520372253287,-0.00832520372253287,-0.5301534345403616,0.0014811157860701307,-0.002944246412306728,-0.0018113956808084586,-0.0055701178641855975,-0.005570161566492149,-0.3909178832957214,0.011140353279321724,-0.002592061042672511,0.0026379711973605335,-0.012749254680920585,-0.012749238545777697,-0.18016971940423598,-0.01229140925199268,-0.011753768059881708,-0.011040959120243055,-0.012603173956721392,-0.012603173956721392,
2015-01-20,0.01826226254943375,0.004459389400377933,0.008159128559670714,0.0021325843839561376,0.0021326449677927517,-0.38176634277202715,0.018151459625535438,0.013753300518802636,0.014091293159932405,0.013548380198009857,0.013548380198009857,-0.6615384615384615,0.05048546064662185,-0.002046224719587153,-0.00130581063534696,-0.04723762676602239,-0.04723762676602239,-0.632842747836267,0.015386311426877741,0.029764636009668166,0.02857900910195177,0.029775608174673618,0.029775608174673618,-0.22267679719462308,0.018352661173441254,-0.028656425188887114,0.026940867832485615,0.015463951907043194,0.015463951907043194,-0.37401160823507973,0.0,0.0012303666235626842,0.003299463747435505,0.002306408528724768,0.00230601331689706,0.246805293005671,-0.001488848336352988,0.003192812758759267,0.007817845657504652,0.013289323323232738,0.013289240277637226,-0.17377136467706722,-0.003605979895179856,-0.0029193133047210607,0.009150144361191215,-0.003386501085295812,-0.003386501085295812,
